3466,127,126,21450,\N,,0,0,0,0,\N
3491,152,9884,30000,\N,,1,0,0,1,\N
3514,175,9884,30000,\N,,1,0,0,1,\N
3525,186,9884,30000,\N,,1,0,0,1,\N
3577,210,1,21456,\N,,0,0,0,0,\N
3578,210,1,21460,\N,,0,0,0,0,\N
3579,210,1,21464,\N,,0,0,0,0,\N
3580,210,2,21456,\N,,0,0,0,0,\N
3581,210,2,21460,\N,,0,0,0,0,\N
3582,210,2,21464,\N,,0,0,0,0,\N
3583,210,3,21456,\N,,0,0,0,0,\N
3584,210,3,21460,\N,,0,0,0,0,\N
3585,210,3,21464,\N,,0,0,0,0,\N
3586,210,11,21456,\N,,1,1,1,0,\N
3587,210,11,21460,\N,,1,1,1,0,\N
3588,210,11,21464,\N,,1,1,1,0,\N
3735,310,11592,30720,\N,,0,0,0,1,\N
3761,336,249,28812,\N,,1,0,0,1,\N
3779,352,9884,27000,\N,,0,0,0,1,\N
3823,383,249,28728,\N,,1,0,0,1,\N
3824,384,249,28872,\N,,1,0,0,1,\N
3825,385,249,28872,\N,,1,0,0,1,\N
3826,386,249,29108,\N,,1,0,0,0,\N
3827,386,249,29204,\N,,1,0,0,0,\N
3828,386,9904,29108,\N,,1,0,1,0,\N
3829,386,9904,29204,\N,,1,0,1,1,\N
3830,387,9904,29492,\N,,1,1,0,0,\N
3831,387,9904,30164,\N,,1,1,0,0,\N
3832,387,249,29492,\N,,1,0,1,1,\N
3833,387,249,30164,\N,,1,0,1,0,\N
3834,388,249,29476,\N,,1,0,0,1,\N
3838,390,9904,29480,\N,,0,0,0,0,\N
3839,390,249,29480,\N,,1,0,1,0,\N
3840,391,9904,29784,\N,,0,0,0,0,\N
3841,391,249,29784,\N,,1,0,1,0,\N
3859,409,9904,30820,\N,,0,0,0,0,\N
3860,409,249,30820,\N,,1,0,1,1,\N
3861,410,9904,31500,\N,,0,0,0,0,\N
3862,410,249,31500,\N,,1,0,1,1,\N
3863,411,9904,31492,\N,,0,0,0,0,\N
3864,411,249,31492,\N,,1,0,1,0,\N
3867,414,11861,30964,\N,,1,1,1,0,\N
3869,416,9904,32276,\N,,0,0,0,0,\N
3870,416,9904,32948,\N,,0,0,0,0,\N
3871,416,249,32276,\N,,1,0,1,0,\N
3872,416,249,32948,\N,,1,0,1,0,\N
3875,419,11878,31972,\N,,0,0,0,1,6584
3876,420,43,33162,\N,,1,0,1,0,\N
3877,421,43,33162,\N,,1,0,1,0,\N
3921,442,12044,34670,\N,,1,1,1,0,\N
3922,443,29,34784,\N,,0,0,0,0,\N
3923,443,43,34784,\N,,1,1,0,0,\N
3924,443,249,34784,\N,,1,0,0,0,\N
3925,443,8116,34784,\N,,1,1,1,1,\N
3926,444,189,34784,\N,,0,0,0,0,\N
3927,444,8116,34784,\N,,1,1,1,1,\N
3940,454,20,34790,\N,,1,0,0,0,\N
3941,454,4292,34790,\N,,1,1,0,0,\N
3942,454,9884,34790,\N,,1,1,1,0,\N
3943,455,20,35268,\N,,1,0,0,0,\N
3944,455,4292,35268,\N,,1,0,0,0,\N
3945,455,9884,35268,\N,,1,1,1,0,\N
3946,456,29,35272,\N,,0,0,0,0,\N
3947,456,29,35276,\N,,0,0,0,0,\N
3948,456,11070,35272,\N,,1,1,1,0,\N
3949,456,11070,35276,\N,,1,1,1,0,\N
3950,457,27,36044,\N,,1,0,0,0,\N
3951,457,249,36044,\N,,1,0,0,0,\N
3952,457,2991,36044,\N,,0,0,0,0,\N
3953,457,9904,36044,\N,,0,0,0,0,\N
3954,457,9837,36044,\N,,1,1,1,0,\N
3955,458,249,40632,\N,,1,0,0,0,\N
3956,458,9904,40632,\N,,1,1,1,0,\N
3957,459,249,40640,\N,,1,0,0,0,\N
3958,459,9904,40640,\N,,1,1,1,0,\N
3959,460,249,41116,\N,,1,0,0,0,\N
3960,460,9904,41116,\N,,1,1,1,0,\N
3961,461,249,41120,\N,,1,0,0,0,\N
3962,461,9904,41120,\N,,1,1,1,0,\N
4002,469,12238,41798,\N,,1,1,1,0,\N
4017,479,1034,41892,\N,,0,0,0,1,8787
4018,480,10095,41956,\N,,0,0,0,1,8802
4019,481,10095,41988,\N,,0,0,0,1,8803
4020,482,249,41977,\N,,0,0,0,0,\N
4021,482,10095,41977,\N,,0,0,0,0,\N
4023,483,1034,41985,\N,,0,0,0,0,\N
4024,483,1034,41993,\N,,0,0,0,0,\N
4025,483,249,41985,\N,,0,0,0,0,\N
4026,483,249,41993,\N,,0,0,0,0,\N
4027,483,10095,41985,\N,,1,1,1,0,\N
4028,483,10095,41993,\N,,1,1,1,0,\N
4029,484,249,41993,\N,,0,0,0,0,\N
4030,484,249,41997,\N,,0,0,0,0,\N
4031,484,10095,41993,\N,,0,0,0,0,\N
4032,484,10095,41997,\N,,0,0,0,0,\N
4034,485,11995,43050,\N,,1,1,1,0,\N
4035,486,1034,43972,\N,,0,0,0,1,9270
4036,487,1034,44004,\N,,0,0,0,1,9271
4037,488,126,44004,\N,,0,0,0,1,9263
4038,489,126,44004,\N,,0,0,0,1,9263
4039,490,126,44004,\N,,0,0,0,1,9263
4040,491,126,44004,\N,,0,0,0,1,9263
4041,492,126,44004,\N,,0,0,0,1,9263
4042,493,126,43972,\N,,0,0,0,1,9262
4043,494,126,43972,\N,,0,0,0,1,9262
4044,495,126,43972,\N,,0,0,0,1,9262
4045,496,126,43972,\N,,0,0,0,1,9262
4046,497,126,43972,\N,,0,0,0,1,9262
4047,498,1034,44164,\N,,0,0,0,1,9314
4048,499,1034,44196,\N,,0,0,0,1,9315
4049,500,1034,44260,\N,,0,0,0,1,9336
4050,501,1034,44292,\N,,0,0,0,1,9337
4051,502,1034,44356,\N,,0,0,0,1,9358
4052,503,1034,44388,\N,,0,0,0,1,9359
4053,504,1034,44548,\N,,0,0,0,1,9402
4054,505,1034,44580,\N,,0,0,0,1,9403
4055,506,1034,44644,\N,,0,0,0,1,9424
4056,507,1034,44676,\N,,0,0,0,1,9425
4057,508,1034,44836,\N,,0,0,0,1,9468
4058,509,1034,44196,\N,,0,0,0,1,9315
4059,510,1034,44196,\N,,0,0,0,1,9315
